system:index,AREA,ATTRIBUTES,AUSHYDRO_I,DIMENSION,FEATURESOU,FEATURETYP,FID_Lakes_,FID_nsw_po,FID_tas_po,GAID,Id,NAME,OBJECTID,OBJECTID_1,PERENNIALI,PLANIMETRI,SHAPE_Leng,STKEHDRID,STKEHDRNAM,Shape_Area,Shape_Le_1,TYPE,gridcode,mean,.geo
0,3,LPI,12826277,26759,LPI,Lake,0,287,0,4162667,288,HEDLEY TARN,3098,1,Perennial,10,0.00994311987951,504987944,LPI,26758.5205151,981.957796967,6,1,24.211805555555554,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[148.32145,-36.4106655],[148.3214025,-36.4105675],[148.3212805,-36.4105565],[148.3212125,-36.4105945],[148.32113,-36.410669],[148.320986,-36.41072],[148.3208335,-36.410728],[148.3206655,-36.410662],[148.32058,-36.4105955],[148.320497,-36.4106455],[148.3205145,-36.410793],[148.3204955,-36.411021],[148.320397,-36.411047],[148.320206,-36.4110245],[148.3200385,-36.4110325],[148.3199485,-36.411107],[148.3199505,-36.411224],[148.3199095,-36.4113065],[148.3198535,-36.41133],[148.319756,-36.4114235],[148.3197965,-36.411577],[148.319882,-36.4116745],[148.319898,-36.4117475],[148.319877,-36.4118005],[148.3198045,-36.411819],[148.319688,-36.411832],[148.3195935,-36.411851],[148.3195275,-36.411822],[148.319511,-36.4117105],[148.3194545,-36.4116035],[148.319443,-36.4115815],[148.3193335,-36.411571],[148.319167,-36.41162],[148.319044,-36.4116685],[148.318891,-36.411694],[148.318732,-36.411718],[148.318574,-36.4118305],[148.3185155,-36.411904],[148.3184805,-36.4119635],[148.31843,-36.412005],[148.31834,-36.412047],[148.3182735,-36.4120985],[148.3182465,-36.41229],[148.318251,-36.412332],[148.3182645,-36.41245],[148.318322,-36.412575],[148.318547,-36.41249],[148.3186675,-36.4124145],[148.318788,-36.4123355],[148.318811,-36.4123205],[148.318871,-36.412277],[148.3189625,-36.412276],[148.3190775,-36.4123055],[148.319307,-36.412383],[148.319459,-36.4123505],[148.3196575,-36.412379],[148.3197805,-36.4124395],[148.3198735,-36.412512],[148.319965,-36.4125235],[148.3200175,-36.412492],[148.320044,-36.4121875],[148.320049,-36.4120695],[148.320085,-36.412022],[148.320143,-36.41201],[148.320307,-36.412033],[148.320459,-36.4119945],[148.3206485,-36.4119555],[148.320746,-36.411915],[148.3208295,-36.4118245],[148.3208395,-36.4118135],[148.3209105,-36.411701],[148.321142,-36.411616],[148.3212285,-36.411562],[148.321343,-36.411437],[148.3214415,-36.4112295],[148.3213935,-36.4109435],[148.3214215,-36.4107955],[148.32145,-36.4106655]]]}"
1,6,LPI,12830466,57624,LPI,Lake,1,287,0,4186315,288,ALBINA LAKE,7285,3,Perennial,10,0.0151081739615,504987939,LPI,57623.7424968,1547.5862902,6,1,22.85,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[148.27543,-36.424007],[148.2752995,-36.4238765],[148.2752625,-36.4237355],[148.2752445,-36.423652],[148.2752245,-36.423557],[148.275128,-36.4233695],[148.2750085,-36.4231825],[148.2748665,-36.42308],[148.274679,-36.423016],[148.274561,-36.422914],[148.274487,-36.4226885],[148.2744375,-36.4225195],[148.274342,-36.4223695],[148.2742805,-36.4221875],[148.2741885,-36.422249],[148.2741665,-36.4223525],[148.274051,-36.4224105],[148.2739595,-36.422515],[148.27395,-36.4226375],[148.274104,-36.4228055],[148.27413,-36.4229465],[148.274051,-36.423117],[148.273832,-36.4232705],[148.273647,-36.4233855],[148.273473,-36.423425],[148.2733105,-36.4234925],[148.27326,-36.4236],[148.273245,-36.423757],[148.2732475,-36.4238985],[148.273297,-36.4240865],[148.273405,-36.4242645],[148.2734785,-36.4244895],[148.273609,-36.424611],[148.2738195,-36.4246555],[148.273855,-36.424654],[148.2740875,-36.4246435],[148.274297,-36.4246035],[148.274411,-36.424461],[148.274538,-36.424384],[148.2746655,-36.4243355],[148.274757,-36.4242215],[148.274767,-36.4241085],[148.2748365,-36.4240985],[148.274955,-36.42421],[148.2750295,-36.424473],[148.274973,-36.4245965],[148.2748105,-36.4246355],[148.274636,-36.424666],[148.274485,-36.424705],[148.2744275,-36.4247435],[148.2744175,-36.4248565],[148.274427,-36.4248945],[148.274455,-36.425007],[148.2745155,-36.425129],[148.274528,-36.425204],[148.2744715,-36.4253085],[148.2743805,-36.425432],[148.274348,-36.4255925],[148.2744775,-36.425657],[148.274583,-36.4256935],[148.2746775,-36.425787],[148.274691,-36.4258905],[148.274552,-36.425939],[148.274437,-36.426053],[148.274242,-36.426253],[148.274244,-36.426357],[148.27428,-36.426432],[148.2742345,-36.4264985],[148.2741645,-36.4265085],[148.2741195,-36.4265845],[148.27412,-36.426641],[148.2741495,-36.426723],[148.274346,-36.426893],[148.2744985,-36.426957],[148.2746735,-36.426946],[148.2748125,-36.4268975],[148.275033,-36.426829],[148.275161,-36.426818],[148.275255,-36.426855],[148.275348,-36.426835],[148.275416,-36.4267215],[148.275506,-36.4265225],[148.2755615,-36.4263335],[148.2757105,-36.4261715],[148.275778,-36.42602],[148.275797,-36.425775],[148.275797,-36.425758],[148.275794,-36.425577],[148.275744,-36.4253795],[148.2757165,-36.425116],[148.275619,-36.4248625],[148.2754995,-36.4246945],[148.275463,-36.42461],[148.275404,-36.4245445],[148.2754375,-36.424469],[148.2755065,-36.4243925],[148.2754695,-36.4242895],[148.275422,-36.424224],[148.2754435,-36.4241295],[148.27543,-36.424007]]]}"
2,3,LPI,12831111,29323,LPI,Lake,2,287,0,4175998,288,LAKE COOTAPATAMBA,7930,4,Perennial,10,0.00674614216297,504987958,LPI,29322.9818482,689.622067959,6,1,22.35,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[148.264566,-36.4640395],[148.2643315,-36.464052],[148.264222,-36.4641625],[148.264001,-36.464235],[148.2638655,-36.464286],[148.2637095,-36.464567],[148.263628,-36.464867],[148.2635445,-36.4650475],[148.263424,-36.4652385],[148.263416,-36.465393],[148.2634145,-36.465418],[148.263443,-36.4656375],[148.2635205,-36.465836],[148.2636225,-36.4660445],[148.2637105,-36.466123],[148.2637975,-36.466162],[148.263886,-36.466301],[148.2639735,-36.46636],[148.2640965,-36.4663385],[148.264169,-36.466238],[148.264241,-36.4661075],[148.2644625,-36.4660455],[148.264511,-36.466011],[148.264719,-36.465863],[148.2648505,-36.4656025],[148.264907,-36.4652825],[148.265114,-36.465101],[148.2652335,-36.4648405],[148.265303,-36.46456],[148.2653735,-36.46435],[148.2652595,-36.4641515],[148.2651215,-36.4640435],[148.265097,-36.4640435],[148.2649485,-36.4640455],[148.264566,-36.4640395]]]}"
3,15,LPI,12832739,148833,LPI,Lake,3,287,0,4085040,288,BLUE LAKE,9556,5,Perennial,10,0.0170219572998,504987895,LPI,148832.824545,1695.68880434,6,1,22.829761904761906,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[148.3148285,-36.4017035],[148.3147935,-36.4016495],[148.3146915,-36.401623],[148.314583,-36.4017065],[148.314423,-36.4017425],[148.314237,-36.401751],[148.3141355,-36.4017455],[148.314069,-36.401794],[148.314028,-36.4018835],[148.313859,-36.401899],[148.3138095,-36.401961],[148.313845,-36.402063],[148.3138645,-36.40222],[148.3137985,-36.4023095],[148.313699,-36.40242],[148.313653,-36.4024325],[148.313564,-36.402456],[148.313438,-36.402498],[148.3133195,-36.4025065],[148.313235,-36.4025005],[148.313168,-36.402549],[148.313094,-36.4026525],[148.3130025,-36.402749],[148.312808,-36.402751],[148.312724,-36.4028],[148.312683,-36.402869],[148.312687,-36.403101],[148.312646,-36.40317],[148.312529,-36.4032535],[148.312437,-36.4033295],[148.312303,-36.4033995],[148.312296,-36.403495],[148.312264,-36.403591],[148.3123,-36.4037135],[148.312318,-36.4037955],[148.3122855,-36.403878],[148.3122405,-36.4039645],[148.3122135,-36.404008],[148.3122175,-36.4041025],[148.3122475,-36.404182],[148.312298,-36.4042505],[148.3123765,-36.4042855],[148.312434,-36.404304],[148.3125015,-36.404303],[148.3125515,-36.4043235],[148.312566,-36.4043825],[148.3126005,-36.404449],[148.3127295,-36.404598],[148.3128745,-36.4046715],[148.3129605,-36.404791],[148.3130175,-36.404878],[148.3130445,-36.4049735],[148.3131465,-36.4050475],[148.3132145,-36.405075],[148.3133135,-36.405128],[148.313354,-36.4051935],[148.313358,-36.405275],[148.313334,-36.4053965],[148.3134005,-36.405523],[148.313554,-36.4056035],[148.313724,-36.4056565],[148.313827,-36.4057235],[148.313956,-36.405859],[148.314067,-36.4059325],[148.31433,-36.4059775],[148.314465,-36.405942],[148.314574,-36.4059],[148.314684,-36.4059125],[148.3148205,-36.405986],[148.314857,-36.4059825],[148.3149895,-36.4059705],[148.315149,-36.4058865],[148.315301,-36.405892],[148.315437,-36.4059245],[148.315606,-36.405909],[148.3157925,-36.4059345],[148.316012,-36.4059115],[148.316163,-36.4058345],[148.316331,-36.4057645],[148.316525,-36.4057415],[148.316652,-36.4057605],[148.3167635,-36.4058415],[148.316958,-36.40586],[148.3171435,-36.4058235],[148.3172875,-36.405822],[148.317432,-36.4058545],[148.317495,-36.4058495],[148.317508,-36.4058485],[148.3175025,-36.405775],[148.317441,-36.4056595],[148.317422,-36.405516],[148.31747,-36.4053515],[148.3175525,-36.4052345],[148.3175765,-36.405166],[148.317384,-36.4047715],[148.3173135,-36.4046085],[148.317294,-36.4044515],[148.317223,-36.4042605],[148.3171275,-36.404118],[148.3169965,-36.4038805],[148.3169065,-36.403758],[148.316867,-36.403704],[148.3167105,-36.40346],[148.3165985,-36.403338],[148.3163655,-36.4030605],[148.316221,-36.403014],[148.316137,-36.403056],[148.3160615,-36.403084],[148.3159595,-36.403058],[148.3158575,-36.403018],[148.315856,-36.4029225],[148.315845,-36.402772],[148.315751,-36.4027185],[148.3156735,-36.4026375],[148.3155955,-36.402535],[148.3155445,-36.4025365],[148.3155015,-36.4025025],[148.315483,-36.402434],[148.315431,-36.4023625],[148.3154125,-36.402277],[148.315425,-36.4021945],[148.3153345,-36.4021425],[148.3152485,-36.4020545],[148.3150605,-36.40192],[148.314906,-36.4017915],[148.3148285,-36.4017035]],[[148.3123805,-36.4042015],[148.312425,-36.404226],[148.312461,-36.404192],[148.312465,-36.4041355],[148.312474,-36.404066],[148.312447,-36.404001],[148.31242,-36.4039445],[148.3123705,-36.403935],[148.3123345,-36.4039605],[148.31232,-36.404011],[148.312339,-36.4040655],[148.3123405,-36.4041515],[148.3123805,-36.4042015]]]}"
4,2,LPI,6383205,16282,LPI,Lake,865,287,0,0,288,CLUB LAKE,916428,17044,Perennial,10,0.00556456015353,504987941,LPI,16282.3526357,554.594830068,6,1,23.875,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[148.292337,-36.4140095],[148.2923445,-36.4139005],[148.292334,-36.4138205],[148.29227,-36.4137555],[148.2921605,-36.413684],[148.2920415,-36.413569],[148.2919145,-36.4135045],[148.2917235,-36.41339],[148.2914875,-36.4132765],[148.2911425,-36.4131125],[148.291007,-36.4130995],[148.2908905,-36.41313],[148.2908125,-36.4133125],[148.290727,-36.4135755],[148.2906045,-36.41381],[148.2905265,-36.413978],[148.290475,-36.4141535],[148.290513,-36.4142475],[148.2906035,-36.414276],[148.2907475,-36.414274],[148.29091,-36.4143015],[148.2910555,-36.4143945],[148.2911935,-36.4145605],[148.2912855,-36.4146835],[148.2914035,-36.41474],[148.291424,-36.414731],[148.291484,-36.414703],[148.2915815,-36.4145925],[148.291606,-36.414447],[148.2916115,-36.414236],[148.291637,-36.4141715],[148.291663,-36.414104],[148.2917885,-36.4140665],[148.2919875,-36.4141005],[148.292203,-36.4140765],[148.292337,-36.4140095]]]}"
5,6,DPIPWE,5598438,58383,DPIPWE,Lake,4,0,127,5598438,128,NA,14323,10,Perennial,10,0.0116917440087,hyd004381680,DPIPWE,58382.8474117,1065.20791616,6,1,22.096103896103894,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[146.099114,-41.752554],[146.0990885,-41.752509],[146.09889,-41.752337],[146.0988695,-41.7523155],[146.0988525,-41.752283],[146.0988175,-41.752191],[146.098802,-41.7521445],[146.098801,-41.752088],[146.098813,-41.7518715],[146.09882,-41.7518465],[146.0988365,-41.7518075],[146.0988545,-41.751781],[146.098864,-41.7517725],[146.098887,-41.751758],[146.098898,-41.751754],[146.0990025,-41.751738],[146.0990265,-41.751731],[146.0990545,-41.751712],[146.0990815,-41.751683],[146.099066,-41.75165],[146.099039,-41.7516105],[146.0990285,-41.7515905],[146.0990235,-41.751586],[146.0990125,-41.751581],[146.0988615,-41.7515345],[146.098844,-41.751526],[146.0988205,-41.7515065],[146.0987375,-41.7514245],[146.0987235,-41.751413],[146.0987095,-41.7514055],[146.0986835,-41.751397],[146.0985865,-41.751374],[146.0985155,-41.7513535],[146.09822,-41.7512395],[146.098179,-41.751218],[146.0980925,-41.751167],[146.0979655,-41.751078],[146.097939,-41.7510645],[146.097894,-41.7510515],[146.097866,-41.7510455],[146.097808,-41.7510435],[146.0976665,-41.751043],[146.0976235,-41.7510495],[146.097201,-41.7511675],[146.097168,-41.75117],[146.096717,-41.7511675],[146.096671,-41.7511735],[146.0964165,-41.7512215],[146.095927,-41.7512725],[146.095906,-41.751277],[146.0958795,-41.751291],[146.09586,-41.7512985],[146.0958355,-41.751317],[146.0957455,-41.7513935],[146.0956935,-41.7514535],[146.0956725,-41.7514715],[146.0956325,-41.7514885],[146.095449,-41.751551],[146.095403,-41.7515695],[146.0953875,-41.7515795],[146.09529,-41.7516625],[146.095259,-41.751685],[146.095213,-41.7517025],[146.095126,-41.751729],[146.0951095,-41.751736],[146.0950955,-41.7517445],[146.0950045,-41.751845],[146.0949865,-41.751868],[146.0949805,-41.75188],[146.0949725,-41.751899],[146.0949675,-41.7519205],[146.094957,-41.752003],[146.0949795,-41.7520885],[146.09503,-41.752127],[146.0950595,-41.752168],[146.095085,-41.7521785],[146.0951525,-41.7522195],[146.0951655,-41.752236],[146.09522,-41.7522715],[146.0952355,-41.752289],[146.0952695,-41.752335],[146.095317,-41.75243],[146.095329,-41.7524475],[146.0953615,-41.7524745],[146.0954545,-41.752541],[146.0954715,-41.7525515],[146.0955305,-41.752573],[146.095585,-41.7525895],[146.095713,-41.752608],[146.095806,-41.7526185],[146.096015,-41.7526255],[146.096053,-41.7526255],[146.0961365,-41.7526215],[146.0962685,-41.7526115],[146.0964675,-41.752612],[146.096516,-41.7526175],[146.096686,-41.7526475],[146.096718,-41.752656],[146.096757,-41.7526725],[146.0968685,-41.752714],[146.0971185,-41.752802],[146.0971815,-41.7528325],[146.097196,-41.7528365],[146.0972405,-41.7528435],[146.097274,-41.7528525],[146.0977355,-41.7530045],[146.0978905,-41.753048],[146.097919,-41.753054],[146.09825,-41.753104],[146.0982705,-41.7531095],[146.098294,-41.7531215],[146.098548,-41.753299],[146.098585,-41.7533225],[146.0986275,-41.75334],[146.098819,-41.7534095],[146.099011,-41.7535065],[146.099059,-41.753536],[146.0993125,-41.7533935],[146.0993755,-41.7533555],[146.0994005,-41.7533335],[146.099464,-41.753265],[146.099469,-41.7532545],[146.09947,-41.753231],[146.099468,-41.75321],[146.0994615,-41.7531935],[146.0993755,-41.7530925],[146.099359,-41.75307],[146.099355,-41.753057],[146.0993535,-41.7530415],[146.0993595,-41.75293],[146.099357,-41.752916],[146.099342,-41.752895],[146.09922,-41.752759],[146.0991975,-41.752719],[146.099114,-41.752554]]]}"
